,Date,Interview,Question
183,2021-02-16,"The process was prompt, quick, and concise. It took 2 weeks from the first call with their recruiter, one phone interview, one on-site interviews with several people, and to signing the offer letter.",It varied by person but definitely required a lot of knowledge in the field and confidence as one professional.
184,2021-02-16,"I had a call with HR first and in a few weeks later, I had interview with a hiring manager.   It was good experience.  Both were nice and it wasn't difficult interview.",Why do you want to work in Netflix?
185,2021-02-13,Coding and some basic machine learning questions  from hackerank followed by several phone call interviews. The technical phone interview asks some machine learning concepts. The questions are basic for one with experience with Machine Learning,"1. How to decompose errors into variance and bias
2. What is tf-dif ?"
186,2021-02-10,"I had 3 one on one interviews from the head office(HR manager, hiring manager and manager, etc),  and then  4 more one on one interviews from local office and related regions and 1 presentation. All process were conducted via online.","The greatest challenges I faced re localization and how I solved it. 
Suggest how I would measure localization vendor performance. 
Suggest new local titles for a certain movie and why 
"
187,2021-02-08,Clear interview. The recruiter was knowledgeable and honest about the job and what to expect. Overall a great process and very informative. I was only doing an informational so there was no prospective job at the time.,What do you know about working at Netflix? 
188,2021-02-08,"Applied online, process took 3-4 weeks and received a mail from recruiter to setup a call. After 3-4 weeks then invited to speak with hiring manager.hiring manager was telling me no doubt you can join the next round and we will speak again in 2-3 weeks. After one month of silence , I ping the recruiter again and he replied they decided to move forward with another candidate which was very disappointed.  The process is long and intransparent.",netflix culture1 Answer
189,2021-02-03,Got through the first round which was a phone screening. They just want to get a basic feel for you and if you'll be a good fit for their culture. Definitely review their culture memo and YouTube channel prior.,What do you think about our Culture Memo?
190,2021-01-29,"They were not straight forward and asked for too much creative material. For a professional role, to ask for a 5 hour project is completely unreasonable and frankly a waste of time.",What is your vision for this vertical? How can you change the way people perceive Netflix comedy?
191,2021-01-29,"The first interview was with Talent Acquisition via phone. The next interview(s)  were virtual, but that definitely helped with working from home once lockdown started! That will definitely help for the virtual positions that companies will have available in the future.","They asked about my previous experience/background. Interests, and goals"
192,2021-01-28,Had a couple of phone interviews. They were nice and professional. Company culture is a big component of their process.  The idea that anyone can be fired at anytime is intimidating.,What do you think of our culture memo?
193,2021-01-28,"Started with a few casual phone screens to intro the teams and get an idea of overall experience. Moved on to the technical screen which was very uncomfortable.    My  interviewee was very aggressive, at times bordering on angry at answers that were given.  At one point he actually yelled into the phone ""What you're doing is NOT what I asked"". I prompted him to be clearer with his question and he sat silent and simply didn't answer me.  At one point I actually considered stopping the interview, asking him to calm down and requesting to be interviewed by someone who wasn't as angry.  Incredibly unprofessional and not expected. Never dealt with this specific issue in 11 years as a DS. There was a moment or two on the call that I was so speechless by the behavior that I actually didn't know how to proceed with continuing.","The questions were average and meant to test knowledge of stats and SQL. Questions included:

- A/B testing and variance understanding
- P value descriptions
-ANOVA

The SQL was quite easy. One of two simple joins, nothing at all complicated.1 Answer"
194,2021-01-27,Friendly people.  They asked a few questions and are interested in getting to know you and they make you feel comfortable.   It didn't feel like a very difficult interview over all.,Why are you interested in Netflix?
195,2021-01-27,"They haven’t called me at the time when they supposed to call. Beside this, overall it was a nice experience.  I think they really try to understand the background and the motive of the candidate.",I had a lot of questions about hypothetical sutuations
196,2021-01-27,"6 x interviews over a 4 week period.  The first interview was a screening video conference interview with a recruiter. Then a meeting in person in the office with the hiring manager. Next a panel interview in the office (3 x 30 mins interviews back to back), and finally, another in-person meeting with the hiring manager. Quite intense but communication from the recruiter was helpful and encouraging throughout. They made the offer the same day as the final interview.",Why would you like to work at Netflix?
197,2021-01-26,after passing the online coding assessment you will get a phone interview. A senior DS will interview you and the procedure lasts about 1 hour. You will about 20 mins to describe your own past project and another about 40 mins to answer all the questions the interviewer have. The questions are most likely be practical questions the company will have to deal with in practice.,Tell the most exciting project you worked
198,2021-01-25,"Short review of background done in English.  Position details explained and questions were answered.  Mostly a Q&A session, so had I not prepared any questions ahead of time, it would have been over in 5 minutes.",Why did you choose Netflix to apply to?
199,2021-01-25,"*This interview took place during COVID times* I was contacted by a recruiter and then had 1 screening call with that recruiter where they asked me skill based questions and for a breif summary of my experience. I then had a 45 minute call with the hiring manager who asked me mostly situational questions. After that I was asked to give a 20 minute presentation to a panel, after which I had 1:1 interviews with all of the panelists. I then had one more additional call with the hiring manager before they made their final decision.","You are building a localization program for a streaming service for the following 5 regions. How would you go about building that program? Which languages would you select and why? There are ___ number of languages you could have selected for _____ region, why did you select ____ language? What data was this decision based on?"
200,2021-01-21,The recruiter is unfriendly and not responsive during the process. Keep asking company cultural questions and nothing relates to my experience. Bad conversation and unpleasant experience. It supposed to be 30 minutes long but we have nothing to discuss after 15 minutes. Not helpful at all.,A lot of Netflix culture questions
201,2021-01-19,"Two phone interviews - one with recruiter, one with hiring manager. The hiring manager actually thought I'd be a good fit for the position, and the interview with the recruiter also went very well I thought. But apparently the rest of the team didn't think I was a good fit ""on paper"". Never had an opportunity to interview with the team (which was to be the next step). All-in-all, a very disappointing experience.",Have you reviewed Netflix's Culture deck?1 Answer
202,2021-01-14,"It was pretty straightforward. I had 2 phone screens, then an onsite. I was pretty junior for the role but answered everything genuinely. From there, I waited for the call.",Tell us how to schedule this (hypothetical interview panel)1 Answer
203,2021-01-14,"APAC Recruiter dropped me an InMail about the role. Recruiter knew little about the role and replied some of my role-related questions with just, ""I don't know"". She couldn't tell me anything beyond what I read in the JD.   The call started with us exchanging basic greetings and preliminaries and I was asked to talk about my professional experience without receiving any substantive introduction to the role. She had a hard time understanding my digital risk background (said so aloud) even though I hadn't gone into any technical detail, and had explained my work by neatly categorising them into key areas. She sounded clearly disinterested as I dove into detail and interrupted me with a 'day to day' question while I was still in the middle of 'tell me about your experience'.  We went back and forth on the 'day to day' part because it turned out she wanted to hear about a challenging time at work instead. I had to explain the difference between what she just asked and what she actually wanted to hear, and aligned with her on that before giving my answer.  The whole experience was shocking and weird. I couldn't believe I had gotten off a call with a Netflix recruiter. After the call, I dropped the recruiter a message that I wasn't interested in progressing.",What does your day to day look like?
204,2021-01-13,"The interview process was short, great and easy to go through . Questions can easily be answered . And straightforward.  They asked about previous experiences and how tou will contribute to Netflix culture","Did an online test
Asked about passed experience 
"
205,2021-01-11,"Remote interview. Professional, engaging. Worked through technical difficulties and really seek to understand if you are actually interested in the company, rather than just the salary. Bring your A game.",Why do you want to work for Netflix?
206,2021-01-11,"First call with HR, then the hiring manager, then a couple colleagues, a tech assessment and if selected, the hiring manager’s direct. Know the culture memo inside our, above anything else. Trust HR as your ally — they will guide you and are open to providing feedback about your interviews.",How do you prioritize when competing needs are equally important?
207,2021-01-08,The interview was conducted for 10 minutes through a site called Highre. The recruiter told me he will contact me later due to the website's technical errors. But he didn't keep his words.,What are the names of your favorite animation movies?
208,2021-01-06,"The interview went well. It was like any other interview. I was scared, I mean who would not be? This is a big company. I really wanted to work here but it was just not in my cards. But if you get a chance, accept the interview.",Tell me something about yourself.
209,2021-01-06,"Very open, and company missioned based.  A total of two interviews total.  Emphasis on company mission statement, and integrity.  I appreciated the non traditional interview approach, and straightforwardness of the conversation.  I was vetted before they contacted me.  An enjoyable experience.",What type of leader am I?
210,2020-12-27,"I did 3 phases of interviews:  - telephone with HR (30min) - panel (2x30min) video call with mangers - panel (2x30min) video call with coworkers  Unfortunately, then got ghosted during several weeks and finally received a call I won't go any further in the process.",Q: How do you identify with Netflix culture?1 Answer
211,2020-12-21,"It was a fairly long interview process but overall good experience. I applied from Linkedin and a recruiter reached out a week later. Had an initial call with recruiter then phone interview with the manager of the role, followed by a 2-hours video interview loop with 4 people, last step was 1-hour phone interview with the directors of the payments org and payment operations.   They asked questions on culture fit and cost analysis experiences. The team was friendly and easy to talk to. Didn't get the offer at the end because they were looking for very specific experience in cost management.   I love that I was able to get team's feedback on the interview after the hiring decision.","Which would you choose, fixed fee or Percentage fee on payments?"
212,2020-12-18,"Very calm interview done via Zoom. The interviewer was very respectful of my time and open to answering any questions I had about the role. Overall, engaging, enjoyable, and informative.","So, tell me a bit about yourself."
213,2020-12-08,"Experience was overall positive. Recruiters were phenomenal and always made me feel welcome.   The technical portion wasn’t terribly difficult. They asked questions that are very relevant around building UIs in an efficient way. Questions were around software design, state management, browser capabilities, JS internal, and CSS. It does require comprehensive front-end knowledge, but it’s nothing out of the ordinary.   The rounds were as follows: - technical phone screen - take-home assignment to build a Netflix-like UI - half-day technical interview with engineers - half-day behavioral with senior leadership and product  I went to the final round, so I must have been rejected based on my behavioral/culture fit. The very final round was with a senior manager. He asked questions around past experiences and drilled deep into every sentence I said. It was intense. I didn’t remember all the details of every single decision and he wasn’t too happy about that.   I am disappointed because I had positive feedback from everyone during the interviews, except for the very last one. Recruiters had promised feedback to help me prepare to apply again in the future, but never called after setting up a call. The experience at first was great, but the closing portion of the interview was very disappointing based on how they handled it.",Tell me about a time you had to convince your teammates of something they were originally against.
214,2020-12-02,"Questions asked and I responded. Also, interviewer was eh. But, I did enjoy the process though. Questions asked and I responded. Also, interviewer was eh. But, I did enjoy the process though.","Questions asked and I responded. Also, interviewer was eh. But, I did enjoy the process though1 Answer"
215,2020-12-02,"HR found me on LinkedIn and contacted me.  30mins interview. It was nice. But I can feel it he wasn't sure about this fits me perfectly.  In the end, HR said he will contact me soon with feedback but never heard anything.",General question. Checking background and experience.
216,2020-11-30,"headhunter- call screening and  then director process, several interviews were done, quite many questions, something was picky but it can be handled within experiences,  passion and experiences related to the position seemed to be important.",what kind of scratch do you want to try?
217,2020-11-17,"I got in the process through a referral.  I had a first general call with the Team Leader I'd have been working with.  Then a code challenge relatively easy for me  Then 3 interviews with the people of the team I'd have been working with. They were not hard at all, on the contrary, we enjoyed the conversation.  They you're gonna go through the HR people and a final discussion with the Team Leader again.  I got rejected — when asked for feedback, I received a very general response on the line of ""You would not be happy here"", no more details.","* JavaScript Promises Execution Order
* Design a logging library
* Advantages of Sticky Sessions
* Advantages of Functional Programming"
218,2020-11-13,"1- First call with the recruiter. Pretty standard HR questions. 2- 45 mins with a PM. They ask typical product sense questions.  The PM interviewer was very rude. I'm not a native speaker, and this person humiliated me. They started at Netflix pretty recently, yet they acted like they founded the company.  I was asked some random product questions, with no follow up questions. She sounded being bored to be on the call","Typical product sense questions; why was this feature built, what are the success metrics"
219,2020-11-12,"Very easy, conversational. Talk about yourself, your skills and experience, how you fit into culture at Netflix. Know what you want to do at Netflix, what your specialties and interests are so they know where you would best fit. 30 minutes.",Tell me about your day to day responsibilities and task at your current/past workplace. 1 AnswerTell me about yourself and your goals.
220,2020-11-08,"1 HR phone screen + 1 Hiring manager phone call and then a follow up panel.  I only made it to the Hiring manager call .   The only reason I am giving this a neutral is due to the hiring manager taking half of my call while obviously walking around outdoors, whom i suspect was 5 minutes late to the call.   Seemed not as attentive as they could have been.",What would your team say about you if you joined our team1 Answer
221,2020-11-07,"Applied via LinkedIn and never received any conformation or feedback. My profile is a perfect fit, but never heard anything. That is fine, I don't expect an invitation. But then finding the same vacancy online again, and again... reapplying is not possible.  For such a big brand, the least they can do is set up a proper application process. I rather receive a rejection template reply than nothing at all.",none1 Answer
222,2020-11-06,"The entire process was pretty lengthy. Much of the focus was on personality/""culture fit"" not so much on hard skills. Expect a lot of questions on giving and receiving feedback.",Describe a time you received feedback and what did you do with it. 
223,2020-11-03,"Very quick for me. Started with a long conversation with a recruiter. Followed by a long behavioral interview with a UI manager. Then the take home test Then the onsite virtual (1 coding, 1 take home test review, 2 behavioral)  I found the interviews quite easy because I did prepare. I did not do any coding practice and I spent a lot of time on javascript.info to help me recall all my JS fundamentals and I'd advice anyone to do so as well because it was easy BECAUSE I refreshed on those.  Overall I liked the process. After the onsite, the UI manager with whom I developed a really great relationship with, scheduled a call with me to give me a 1h feedback rundown (I personally would have liked my recruiter to give me the not so great news because I had my hopes up lol) but basically they found my solution to be very encapsulated and hard to understand and they said I need some experience with bigger companies. I don't take it as a failure because really I am super confident now that I can solve anything coming my way and the right company for me will hire me. But I gained so much from the behavioral conversations. Those were a no brainer. STUDY THE CULTURE MEMO (I can't stress this enough) and be easy. They are not there to trick you or anything like that.","A lot of behavioral questions.
Study the culture memo.
Take notes if necessary and expand on that in your own words and be ready to have a thorough convo about it. I spent about 30-45min more each time because of it. It was interestingThe coding part was trivial array manipulation and JS fundamentals (DOM manipulation specifically). No leetcode type of question."
224,2020-10-24,Analisamos e aprovamos todas as postagens de acordo com nossas Regras da comunidade antes de publicá-las no site. Analisamos e aprovamos todas as postagens de acordo com nossas Regras da comunidade antes de publicá-las no site.,Analisamos e aprovamos todas as postagens de acordo com nossas Regras da comunidade antes de publicá-las no site.
225,2020-10-21,"I don't know why they even bother to advertize the positions. I have applied for a few positions, for which I was more than qualified, and never heard back from anyone. They don't even bother to send out the automated rejection email. Super disappointed with their talent acquisition team!",If I am eligible to work in the EU.
226,2020-10-15,The first round is phone screening interview with HR and then video interview with hiring managers and I am stuck in the second round  and not sure how many rounds in total,describe complex entry you have recorded 
227,2020-10-10,"After 12 interviews (yes, 12), the 12th one being the last in the process, spanning on 3 months, HR didn’t even bother keeping me posted on the outcome. Only after I sent an email ONE month after the last interview did I get a reply saying I wasn’t a perfect match, as if by 10+ hours of interviews and back and forth they couldn’t elaborate more. Many red flags during the interviews anyway but ultimately a total lack of consideration for candidates that went through the WHOLE process. Everyone waisted their time.","Culture fit x 12, what I liked about it and what resonated less"
228,2020-10-07,"I got contacted by a recruiter through LinkedIn. Since the first call, they will ask you questions about the Netflix culture, so you have to read it.  * Manager call: questions related to micro-services, REST, etc, also questions related to Netflix culture. I passed to the onsite, they moved fast because they wanted to interview all the candidates in the same week.  Onsite:  1. Like 30  minutes with a  recruiter, she asked me questions about Netflix culture. 2. System design interview. 3. Manager interview: questions about my previous experience, questions about Netflix culture. 4. Design a Database, REST APIs 5. Coding exercise: this was easy but trivial, pay attention to the little details and validations, it was NOT a leetcode style problem. 6. Lunch with the team: casual conversation.  They can send you to your house if you are not doing well at this point. I passed to the second part of the interview.  7. Recruiter leader: behavioral questions, more questions about Netflix culture.  8. Project manager: questions about past experience, questions related to managing time, completing tasks, getting requirements, etc. 9. Hiring manager: (I was very tired at this point of the interview) trouble shouting questions, related to servers, REST APIs, micro-services.  The COVID quarantine started 1 week after I attend my onsite interview,  and they just ghosted me. I emailed the recruiter two weeks after my onsite but I got no response, it's obvious I didn't pass but it was very disrespectful that they just ghosted me.",NA
229,2020-09-30,"Long period of casual discussions and meeting with potential team. Official interview was full day with different formats, panel interview, individual interviews with members of team and outside teams you will work with and on the spot work exercise.","Best work, most difficult challenges, how did you respond."
230,2020-09-28,I had a screener interview with a human resources recruiter. The recruiter was very responsive and transparent about expectations as to salary as well as timing for the interview process.,What is a recent challenge you have faced?
231,2020-09-21,Got contacted by recruiter after applying online. Scheduled interview for the next week after that. I had two technical interviews. The interviewers were very friendly and nice to talk to during the interview. Process took around 4 weeks.,Tree traversal algorithm. Graph traversal algorithm1 Answer
232,2020-09-18,"I applied online via linkedin and received an email from the recruiter a few days later. She wanted to schedule a phone interview. A couple of days later the recruiter called at the agreed time and it was a screening call that lasted for about 30 minutes. It was fine, she seemed nice and all in all was an ok experience.","No questions about the culture at Netflix, only very specific questions related to the position."
233,2020-09-07,My experience is so good I have a lot of experience from 10 to 15 years of experience and I have worked as an sales man  and a leasing team leader and leasing executive,About my experience1 Answer
234,2020-09-01,"Got a recruiter call and then was ghosted. The job description had 21 bullet points and the expectation that the candidate have at least 5 years of experience at a big 4 firm. Does anyone else find 21 bullet points and 5 years of big 4 experience for a coordinator role a bit absurd? I know it’s a pandemic but why don’t you list the job as an intern and then just pay someone a stipend for excellent qualifications for an entry level role. Shame on you Netflix, companies have such ridiculous expectations and abusing candidates during a pandemic with unreasonable expectations is not ok.",How many years of relevant experience do you have?1 Answer
235,2020-08-29,"Step 1 - Interview with Recruiting Researcher Step 2 - Interview with Hiring Manager Step 3 - 4 one hour one on one with team ( I didn't go through this round)","With Recruiting Researcher:
Tell me about yourself.
What was the worst feedback that you received and how did you handle it?
 What are your weakness?
Similar behavioral questions, some on Netflix Culture document.
With Hiring Manager:
Tell me about yourself.
Some behavioral questions.
Gave a background of information security team with following questions:
What all KPI will you use in your report
What kind of charts will you use to present your data"
236,2020-08-20,"Had a pre-interview phone call with the recruiter whom reached out within the same day to schedule an interview with the team (2 separate interviews)  Basic questions about previous experiences was asked, connected with the team on a personal level as we discussed favourite Netflix series.  Unfortunately did not hear back following that, despite following up 3 times. Seems like their response is very quick and on the ball only when they are keen.",What were your previous roles and responsibilities
237,2020-08-20,"It was a very friendly interview, however was a bit lengthy and had some difficult questions if one does not have enough experience. Overall, I made some really good contacts and am happy on how it went",What are your career goals
238,2020-08-19,"Very streamlined with surprising emphasis on their culture deck. There was a mix of technical interviews from ICs and behavioral question from managers, partner teams and HR. Definitely read the culture deck carefully beforehand.",How would you figure out if two households are sharing an account?1 Answer
239,2020-08-19,"1st round was with Talent Acquisition Team. Everything went well. She asked about the culture of Netflix, so please study! 2nd round was with the head of department, we had a good chat and I was given chance to ask whatever I want. I asked about the job description and the software they used. Everything went well, a week later, I was informed that they have decided to proceed with a better candidate. What a bummer.",Asked about the Netflix Culture
240,2020-08-15,"Pretty straight forward, applied online, took one month to hear back. Brief phone call. Never heard back from them. Was extremely disappointing as I thought the phone interview was good.",How do I manage to be productive during the pandemic? 
241,2020-08-14,"Still going on. Preparing for 3th next. They are looking for a country content marketing lead, basically.  The first two were very great. Today, the recruiter said We will organize interview day via calls to connect you with several more Netflix leaders.","* Netflix culture memo
* Case for creativity
* Case for strategic planning"
242,2020-08-14,General information about Netflix - roles for that position - questions about my current job and how you work with the position that you applied for.  The interviewee spent enough time explaining the role and the company.  A,Where do you see after 10 years 1 Answer
243,2020-08-08,"Process was very smooth. A lot of steps interviewing with multiple team members but worth it. Recruiter was knowledgeable, friendly, motivating. Communicated all steps and consistently called to maintain update on the process. They really seemed to care.",A challenge I had faced and how I overcame that challenge
244,2020-07-26,Only had a screening call with HR which was a pretty neutral conversation. Didn't make it past the first round but at least they followed up to let me know.,"Describe a challenge that you had to overcome, and describe how you were able to meet or move past that challenge."
245,2020-07-26,"It was a lengthy process, but great. I would read over the culture memo thoroughly. Be prepared with a few examples of what you like about the culture. Everyone I spoke with there was so friendly and welcoming.",What stands out to you about the culture? 
246,2020-07-13,"There were two rounds: Manager Talk and Phone Screen. The Manager asked about background and what is my current work. Both the rounds were good according to me, but wasn't even considered for the next round. Totally a strange company. They mention about Netflix Culture, but what I felt was that it is just an excuse on their end to hire whosoever is liked by the management team.",Explain your background.1 Answer
247,2020-07-11,The interview process was very quick and easy. Tricky to get an interview without knowing someone that works there. They offered snacks and drinks during the interview witch was nothing like I experienced before.,Tell me about yourself?
248,2020-07-01,"The interview process was comprised of several rounds, with the goal of determining both technical skill and ability to operate within Netflix' unique culture:  -Initial recruiter phone screen -Conversation with hiring manager -Technical interview -Team interviews (6 interviews, including 1 logistical & 1 HR) -Director level interviews (3 interviews)",Describe a time when you received extremely difficult feedback and how you handled it.
249,2020-06-27,"7 rounds, 4 technical 3 behavior  technical was not hard ,   but behavior is very hard  was very tired after the interview    7 rounds, 4 technical 3 behavior  technical was not hard ,   but behavior is very hard  was very tired after the interview","7 rounds, 4 tennical 3 behavior "
250,2020-06-18,"Contacted directly with hiring manager. They sent me a programming assignment (project). Delivered one week later. The team analyzed it and decided no go. It was a positive experience, but I couldn't reach to other teams after. The project was team specific, I believe I deserved a chance with other teams.",NDA1 Answer
251,2020-06-17,"Conversei primeiramente com a recrutadora, que foi mito simpática. Após essa conversa, tive uma entrevista com o gestor da área, ao qual foi muito simático também. Uma semana depois, recebi a negativa, dizendo que não havia passado e que eu poderia solicitar um feedack do motivo. Solicitei, e desde então, mais de 1 mês, nunca recebi tal feedback, indo contra a cultura pregada pela empresa. Também nunca fui informado quantas etapas seriam ou proposta salarial.",Se eu conhecia a cultura Netflix.1 Answer
252,2020-06-16,"Great interview process, the staff was very organized and everyone was friendly throughout the entire few weeks.  There were three interviews total and each was helpful in understanding their organizational structure.",What do you know about our company culture
253,2020-06-04,"I was contacted out of the blue by a recruiter ( by email ) . She asked if I was interested in working for Netflix animation.  I provided my resume, but I was told they had already seen my website and my work online.....and that she had contacted me in her role as a hiring agent .",Was I interested in hiring on to Netflix as a board artist for their animation department / studio ?1 AnswerShe asked if I had feature animation experience1 Answer
254,2020-06-03,"I spoke with the recruiter who said they would forward me to a hiring manager. After two weeks of silence, they emailed saying they didn't want to move forward. No explanation given, and ignored my questions. Very poor candidate experience, and speaks poorly to what it would be like to work there",NA
255,2020-05-15,"Applied online for a position that I matched perfectly for.  Decided to try Netflix since they essentially pay cash.  Talked with the hiring manager and got a good sense of what he wanted and we were on the same wavelength as I have solved the exact same problems he was going through.  Was immediately granted a technical interview.  Technical interview was basically showing a splice of his code with no explanation and told to improve it - basically, just guess what he wanted with no information.  Perhaps the worst technical interviewer I have ever had this side of the one guy who didn't know what a perfect binary tree was.","Basically presented his own code from his own job bubble, based on an obscure Java feature, with virtually no explanation on what the code was.  Basically this question was ""how would you improve this"" - ""this"" being a Java feature that hardly anyone knows and I was not prepped for, that contained 4 custom functions, with no documentation or class files to describe those functions. He basically assumed you could guess what functions could do by the name (which you couldn't).  And clarifying questions were not clarifying.  Questions were answered with ""it's not like that"" with no further explanation.  Interviewer clearly lived in his own world and just expected you to know his code.  He clearly never got trained on how to interview, and was quite amateurish.  No one could have gotten this.  I believe this job is still being advertised after a year....shocking!  I lost all respect for Netflix after this interview.  I think the recruiter basically knew that the interviewer was useless and said to contact her again if there's a better match.  Yeah, I lost all respect for Netflix after this.  I'll pass. Compare this with a Google or Facebook, where they got it down to a science.  2 Answers"
256,2020-05-13,"Tuve que realizar un vídeo presentándome  nombre ,apellidos, lugar de residencia y el por que quería el trabajo la presentación debía de durar menos de dos minutos   No preguntaron nada",Presentacion lugar de residencia y por que quería el trabajo 
257,2020-05-07,Recruiter contacted me through linkedin and scheduled a 30 min phone call.Couple of days later they scheduled a 45 min phone call with Hiring Manager. A couple of days later they asked to schedule six consecutive 30 min meetings with team members. About a week after the last interview they called me about a job offer,Tell me about yourself 
258,2020-04-30,"best interview, they were good people, there were no behavioral questions, They wanted to get to know who I was and brought up culture and how I exercise or plan to. They were really down to earth and organic. If you have any questions as them beforehand and make sure they are a good fit as well.","mostly background questions and previous experience 
some technical payment questions, they give real scenarios they are working on to get to see how you solve and puzzle around them2 Answers"
259,2020-04-24,"The interview process centers on a Recruiter pre-screening for Culture fit, 2nd round panelist in person interview between 4-5 different people within the department and partnering departments , 3rd round executive level interviews .","What are your career goals?1 AnswerTell me about a time when you had to deliver bad news to an employee, or had to have a difficult conversation with an employee.1 AnswerWhat type of a leader would you consider yourself to be?1 AnswerTell me about a time when you had to solve a technical issue but had to explain the resolution to an executive.1 AnswerCase studies- prepare for case studies in your subject area.1 AnswerStudy the culture memo, be prepared to ask questions, challenge it, examine where your weakness and strengths lie with respect to the Netflix values1 Answer"
260,2020-04-21,On time . Easy to do.  Virtual meeting.  Great experience overall.  Not much else to say really.  Got information regarding the position as well as a rough time line as to when they would be needed.,About myself1 Answer
261,2020-04-21,"-First was a call with a recruiter where  he went over the culture memo. In particular he wanted to make sure I read the ""Dream Team"" section. It's public if you're curious.  -Next I had a call with the hiring manager. She asked the same question in different ways on why I wanted to work at Netflix, I guess she really wanted me to sell why I wanted to work there. She asked technical questions like how do I test performance of my services and I explained we have a performance engineering team that tests every release and sends me the results but she was very critical of me not doing performance tests myself.  -Received an email from the recruiter saying they weren't moving forward in the interview process",How do you test the performance of your services?
262,2020-04-09,"Applied online, Recruiter reached out to me,  She was almost 15 (!) min late for our call and didn't even apologies. From the first second she seemed uninterested and was very short and rude. We went over my resume and she asked me some questions, my answers were to the point and my experience was very relevant. I did not move to the next stage, and I will never apply again, such a bad experience.",Went over my resume and experience  1 Answer
263,2020-04-01,HR reached out and had two phone screen. the first one asked about culture and behavioral type of problem and the second round focus on management experience. it seems like they really focus on their culture.,"how did you give feedback, give me an example"
264,2020-03-24,"Very fast, succinct, and professional. The recruiters at Netflix are extraordinary and do their best to keep up with the volume. I never had to wait more than 5 minutes to receive a response from anyone from a Director to an Admin.","Anyone applying at Netflix needs to become familiar with the culture deck that is available to the public, on their career page, and typically sent to you by the recruiter prior to any interviews. Culture fit is a huge part of what makes this company work so well.1 Answer"
265,2020-03-03,Well I passed all the phases of first and second interviews although I do faced a discrimination due to my non EU passport.   I got refused due to my citizenship which is even more weird because they're looking for a person who can speak Turkish fluently which is a non EU country.,Which passport do I hold ? Which was discriminative question in the interview
266,2020-02-26,Two phone interviews and then in person interview. The phone interviews were about 20 mins long and asked some basic questions. Definitely study up on the culture memo since they do refer to it quite a bit,How would you improve the Netflix service
267,2020-02-19,"Call with manager -> then with recruiter(Cultural questions) -> member on the team(phone interview)  security leader election design  question in  the interview CSRF, XSS type questions. security leader election design  question in  the interview CSRF, XSS type questions.",security design related questions no coding1 Answer
268,2020-02-12,"Applied online and after profile match got a call from HR for initial screening and relocation preference. Had 4 rounds of technical interview by team members, lead and manager. Once through got a call for onsite interview process. They arranged flight and accommodation. The onsite interview had 5 rounds from lead engineer, Development, QA, Hiring manager and Director of department. Focus on current skills and analytics.",Current skill set and what difference will you make if selected
269,2020-02-08,"30 min phone screening with recruiter, 30 min phone screening with hiring manager and then an on-site interview in which I met with 6 different people back to back in 30-45 min increments.",Why Netflix? Why Talent Coordinator?
270,2020-02-07,"The interview process was very rigorous, involving an initial call with a recruiter, followed by a written test, and finally a call with the hiring manager. The writing test was very specific to showcase understanding of data analytics.",What attracted you most to our company manifesto?
271,2020-02-04,"They reached out via email, then conducted a phone screening with the recruiter, then scheduled back to back interviews with hiring managers, then they gave an offer within a few weeks","Why Netflix, favorite shows on Netflix "
272,2020-01-25,"I was reached out to by a recruiter from Cypress. Aced the phone screening as well as the video interview. I was then invited to an in-person interview with three people. I personally thought it went very well. There were smiles and positive feedback every single time a question was thrown at me. Therefore, I left the building very confidently. However, I was told three days later that someone else had gotten the job because I was too ""nonchalant"". I was surprised and so was my recruiter. Everyone that I meet daily literally tells me I'm so full of life and so joyful, including the recruiter that had worked with me through this process. So yes, being told the result was because of me being ""too nonchalant"" was a little hard for me to process. But it's okay, it just means this job was not for me. It probably didn't happen for a reason.  If you're considering applying or are in the process of being interviewed soon, my only recommendation is to STUDY their culture page. They're BIG on it.",What is it about our Culture Page that stood out to you the most?1 Answer
